ID;SIRET;Nom de l'établissement;Adresse de l'établissement;Complément d'adresse;Code postal;Commune;Type d'établissement;Téléphone;Adresse électronique;Spécialité culinaire;Horaires d'ouverture et de fermeture de l'établissement;Accueil des personnes à mobilité réduite;Site web de l'établissement;geo
9107;80349854200015;Café du Marché;10 place du Marché;;92200;Neuilly-sur-Seine;Non précisé;146242960;;;;Non précisé;https://www.facebook.com/Café-du-Marché-1566703253596086/;48.8805829, 2.2762766
9109;;Romantica Caffé;34 rue Perronet;;92200;Neuilly-sur-Seine;Non précisé;146371322;;;Tous les jours de 12H à 14h30 et  19h à 22H30 – Le vendredi soir et le samedi soir de 19h à 23h;Non précisé;http://romanticacaffe.fr/restaurant/romantica-caffe-neuilly/;48.88452, 2.278172
9119;80049347000028;Neuilly's;14 rue de Longchamp;;92200;Neuilly-sur-Seine;Non précisé;147220004;;;Du lundi au vendredi 12h - 14h et 19h - 21h30, samedi  19h - 21h30, fermé le dimanche;Non précisé;https://www.neuillys.fr/;48.8843274, 2.2577686
9123;83477753400019;Nouvelle étoile;9 rue Charcot;;92200;Neuilly-sur-Seine;Non précisé;146243385;;;;Non précisé;;48.8841667, 2.2583333
9124;81886380500029;Restaurant Mona;38 rue des Poissonniers;;92200;Neuilly-sur-Seine;Non précisé;612444639;;;;Non précisé;https://www.facebook.com/Mona-restaurant-92200-384584372162167/;48.8854496, 2.2628883
9129;44024124800010;Le M;17 rue Garnier;;92200;Neuilly-sur-Seine;Non précisé;146249355;;;;Non précisé;https://www.facebook.com/pages/category/Restaurant/Le-M-626634794142987/;48.8863292, 2.2593105
9042;38274832500018;Palais Royal;5 Avenue de Joinville;;94130;Nogent-sur-Marne;Non précisé;148732340;;;;Non précisé;https://www.facebook.com/PalaisRoyaldeNogent;48.834386, 2.472954
108;43163672900011;Restaurant du Golf de Marivaux;Rue du Rouget;;91640;Janvry;Restaurant;164908292;commercial@golfmarivaux.com;Cuisine Française Maison à base de produit frais, lieu convivial et aéré.;12h - 15h30;Oui;https://www.golfmarivaux.com/;48.622592, 2.159818
97;38531354900011;Pizzeria Vanessa;84 Avenue du Général Leclerc;;77330;Ozoir-la-Ferrière;Restaurant;160025677;alessandro_labate@hotmail.fr;Spécialités italiennes;De 12h à 14h;Oui;http://www.restaurant-italien-vanessa.fr/;48.774013, 2.677176
30;79136034000024;Ô BISTROT;19 rue du Pont de Créteil;;94100;Saint-Maur-des-Fossés;Bistrot;143979844;obistrot.saintmaur@gmail.com;Cuisine française, Cuisine maison, végétarien;12h à 15h;Oui;https://www.obistrot-saintmaur.fr/;48.80808, 2.471328
11;82450605900016;Au p’tit Creux;Boulevard Blaise Pascal;;77420;Champs-sur-Marne;Sandwicherie;608125427;contact@auptitcreux.eu;Burger et sandwichs chauds, friterie;Du Lundi au Vendredi de 10h30 à 14h15;Oui;http://www.auptitcreux.eu/;48.840622, 2.585693
17;50530661300017;Les Fous de l’île;33 rue des Deux Ponts;;75004;Paris;Bistronomique;143257667;caroline@lesfousdelile.com;"Cuisine Française, ouvert toute la journée de 12h00 à 23h00.
Super rapport qualité/prix";10h00-23h00 en continue;Oui;https://www.lesfousdelile.com/;48.852207, 2.356763
35;44760846400023;Le Mesturet;77 rue de Richelieu;;75002;Paris;Bistrot;142974068;contact@lemesturet.com;Cuisine traditionnelle française;le dimanche 21 juin de 16h à 22h : FÊTE  DE LA MUSIQUE.;Oui;https://www.lemesturet.com/;48.869, 2.338492
52;85004409000015;Mama Coossa;62 boulevard Carnot;;78420;Carrières-sur-Seine;Restaurant;139688923;bonjour@mamacoossa.fr;"Cuisine fusion. Sur une base de cuisine traditionnelle, nous vous faisons participer à nos voyages...
Les dimanches sont réservés au brunch. 
Nos produits sont principalement bio... et gourmands !";Le restaurant est ouvert entre 10h30 et 15h les dimanches;Oui;https://www.mamacoossa.fr/;48.909506, 2.178398
60;43861410900017;Le Palais Du Maroc;9 rue st Vincent;;78580;Maule;Restaurant;134758555;Gaga1998@Hotmail.fr;Cuisine  marocaine;"11h3o à 14h
18h30 à 22h";Oui;;48.91082, 1.848813
66;87854447700010;Traiteur du Soleil;83 rue Jean Bart;;95240;Cormeilles-en-Parisis;Restaurant;785853232;contact@traiteurdusoleil.com;Cuisine du Liban;Dimanche 5 Juillet de 12h à 15h;Oui;;48.964635, 2.19978
89;31200935000041;Brasserie de l'Hôtel de Ville;2 Avenue Jeanne d'Arc;;95600;Eaubonne;Bistronomique;139597881;bhv.dodeman@outlook.fr;Cuisine maison de produits frais;;Oui;http://ohlàlàrestaurant.com/;48.990728, 2.277831
9204;53961545000027;Aux multiples saveurs;11 Boulevard du Général Leclerc;;92110;Clichy;Non précisé;147392002;nicole_jamil@hotmail.fr;;;Non précisé;https://fr-fr.facebook.com/pages/category/Caterer/Aux-Multiples-Saveurs-Sp%C3%A9-libanaises-1756040927959193/;48.900006, 2.317661
9207;33820920800044;Bistrot du marche;47 Rue Klock;;92110;Clichy;Non précisé;146880394;mcirdimohamed92@gmail.com;;;Non précisé;https://fr-fr.facebook.com/pages/category/Bar/Bistrot-Du-March%C3%A9-Clichy-1019055041619669/;48.901834, 2.314943
9215;87799067100019;Chez francois;21 Rue de Paris;;92110;Clichy;Non précisé;659203779;salyclichy@gamil.com;;;Non précisé;https://chezfrancois.vivezclichy.fr/;48.897625, 2.307209
9226;50858306900010;Kaneda;92 Boulevard Victor Hugo;;92110;Clichy;Non précisé;147303659;88289002@qq.com;;;Non précisé;https://kaneda.eatbu.com/?lang=fr;48.90117, 2.316956
9228;50759945400026;Kawasaki;8 Rue Madame de Sanzillon;;92110;Clichy;Non précisé;147399563;liweiren@icloud.com;;;Non précisé;http://kawasakiclichy.fr/;48.903246, 2.314389
9235;52933620800010;La romantica;73 Boulevard Jean Jaurès;;92110;Clichy;Non précisé;147372971;laromantica@wanadoo.fr;;;Non précisé;http://laromantica.fr/;48.901568, 2.304818
9255;38005046800020;Le poete;1 Rue Dagobert;;92110;Clichy;Non précisé;149688446;mouloudpoete@gmail.com;;;Non précisé;https://www.linternaute.com/restaurant/restaurant/200046/le-poete.shtml;48.901802, 2.306318
9271;82938872700010;Piaf;31 Boulevard Jean Jaurès;;92110;Clichy;Non précisé;981412060;sophie.llosa@live.fr;;;Non précisé;http://restopiaf.fr/;48.898675, 2.307177
9272;39990889600018;Pizza tivoli;54 Boulevard du Général Leclerc;;92110;Clichy;Non précisé;147318656;pizzativoli@hotmail.fr;;;Non précisé;http://tivoli92.com/;48.90283, 2.313525
9102;42505789000054;Le bouquet;155 avenue Charles de Gaulle;;92200;Neuilly-sur-Seine;Non précisé;146248912;;;Du lundi au vendredi de 7 à 22 heures;Non précisé;https://www.lebouquet.fr/;48.8830556, 2.2647222
9105;40240251500017;La coupole d'or;180 avenue Charles de Gaulle;;92200;Neuilly-sur-Seine;Non précisé;146249104;;;;Non précisé;;48.8856792, 2.2588457
9122;51413227300012;Nico Traiteur;6 rue Charcot;;92200;Neuilly-sur-Seine;Non précisé;146372566;;;Du mardi au samedi de 10h00 à 14h30 et de 18h30 à 22h00;Non précisé;https://www.nico-traiteur.fr/;48.8843176, 2.2581996
9031;83076225800010;Pizza Del Popolo;Place des Victimes du V2;;95170;Deuil-la-Barre;Non précisé;609072857;;;;Non précisé;https://pizzadelpopoloparis.fr/fr/etablissement/pizza-del-popolo-deuil-la-barre-deuil-la-barre-15665;48.975963, 2.326337
9039;52476330700013;Le Nogentais;Place Maurice Chevalier;;94130;Nogent-sur-Marne;Non précisé;148757823;;;;Non précisé;https://www.facebook.com/pages/category/Restaurant/Le-Nogentais-426922331054336/;48.83737, 2.485309
22;84080888400016;O Ptit Parisien;15 cours Blaise Pascal;;91000;Évry;Brasserie;160777193;Llppevry@gmail.com;Traditionnelle;6h 23h;Oui;https://www.optitparisien.fr/;48.62704, 2.430528
16;50446578200010;La Belle Époque;14 Grande Rue;;91260;Juvisy-sur-Orge;Restaurant;169211422;labelleepoque91260@gmail.com;cuisine française;9h - 22h;Oui;https://www.labelleepoque91260.com/;48.687963, 2.377232
64;50005830000020;Speed Rabbit Pizza Longjumeau;129 rue du Président François Mitterrand;;91160;Longjumeau;Restaurant;169096909;cdr91@orange.fr;Pizzeria;11h à 14h30 et de  18h à 22h30 et 23h vendredi et samedi;Oui;https://longjumeau.speedrabbitpizza.com/;48.693596, 2.293326
65;50140559100014;Pizza Maestro;114 rue du Président Francois Mitterrand;;91160;Longjumeau;Restaurant;169091313;pizzamaestro.longjumeau@gmail.com;Restaurant italien;11h à 23h;Oui;https://www.pizza-maestro.net/;48.694276, 2.293715
96;53279028400014;XL Pizza;rue du petit parc;;77150;Lésigny;Restaurant;160023215;"pierreverger6@gmail;com";Pizza faites maisons à base de produits frais;De 10h à 14h et de 17h  à 22h;Oui;https://xlpizza77.wixsite.com/xlpizza;48.74708, 2.615314
62;538747981;Le Val de Beauté;1 avenue du Val de beauté;;94130;Nogent-sur-Marne;Restaurant;148759717;daniela.communication@gmail.com;Française;"12h/15h
19h/22h30";Oui;https://levaldebeaute.com/;48.832485, 2.477259
12;30430551900015;Les Cèdres du Liban;5 avenue du Maine;;75015;Paris;International;142223518;lescedresduliban1@gmail.com;Le plus ancien Restaurant Libanais de Paris et le premier restaurant Maitre Restaurateurs en France;tous les jours de 12h à 14h30 et de 19h à 22h30;Oui;https://www.lescedresduliban.com/;48.844508, 2.320313
24;85238471800015;L’Épicerie Cantine;43 rue de Montreuil;;75011;Paris;Restaurant;984152365;laboutiquecantine@gmail.com;"Produits locaux et de saison 
Fait maison";"Ouvert tous les jours du mercredi au Lundi de 11h à 23h
Fermé le mardi";Oui;https://lepicerie-cantine.fr/;48.8505, 2.387998
5;80867889000019;Ambassade d'Auvergne;22 rue du du Grenier-Saint-Lazare;;75003;Paris;Gastronomique;142723122;inof@ambassade-auvergne.com;tous les produits d'Auvergne, de saison, cuisine maison;"12h à 14h30
19h à 21h30";Oui;https://ambassade-auvergne.fr/fr/;48.863025, 2.353376
45;83292597800013;Thé l'Artiste;1 rue Saint Vincent;;78580;Maule;Salon de thé - Petite restauration;685525985;mylene_skalski@yahoo.fr;Salon de thé, pause salée ou sucrée;Dimanche : 15h30 - 19h;Oui;http://thelartiste.com/;48.910379, 1.849018
68;49469815200019;TOYAMA;39 rue de Paris;;78600;Maisons Laffitte;Restaurant;139120190;contact@toyama.fr;traditionnelle japonaise à la carte et menu;de 12h à 14h30 et de 19h à 22h;Oui;https://www.toyama.fr/;48.945692, 2.151693
106;49794096500013;L'épicerie d'emelyne;1 avenue de Budenheim;;95600;Eaubonne;Épicerie fine et cave à vins;658133820;emelyne@epicerie-emelyne.fr;Gastronomie française & italienne, vins français bio & biodynamie;Du mardi au samedi : 9h30-13h et 14h30-19h, dimanche : 9h30-13h;Oui;http://www.epicerie-emelyne.fr/;48.991758, 2.274727
101;50887004500012;OKINAWA;30 avenue Voltaire;;95600;Eaubonne;Japonais;139591266;marie.sun.95@hotmail.fr;;;Non précisé;https://www.restaurant-okinawa.fr/pages/menus-la-carte-japonais.html;48.993442, 2.281405
33;85186437100014;Faim de Loup;3 place de la Forge;;95320;Saint-Leu-la-Forêt;Restaurant;139951785;nicolas.dolynny@orange.fr;Cuisine traditionnelle d'ici et d'ailleurs. Soirées tapas. Bar à vin.;A partir du dimanche 5 juillet: 18h-21h;Oui;https://www.restaurantfaimdeloup.fr;49.017262, 2.246377
9221;48379962300028;Elisa cafe;2 Rue Victor Méric;;92110;Clichy;Non précisé;147398606;melsais@hotmail.fr;;;Non précisé;https://fr-fr.facebook.com/pages/category/Coffee-Shop/LElisa-caf%C3%A9-227725337382990/;48.900636, 2.304317
9224;80239279500018;Green sur mesure;14 Rue Jean Walter;;92110;Clichy;Non précisé;142704510;rb.greenclichy@gmail.com;;;Non précisé;https://www.greensurmesure.fr/;48.910699, 2.310187
9229;83425712300028;Keskonboit;9 Place Francois Mitterrand;;92110;Clichy;Non précisé;672611086;sergio@keskonboit.fr;;;Non précisé;https://fr-fr.facebook.com/keskonboit/;48.903265, 2.312445
9230;49024854900019;La casa dpp;76 Boulevard Victor Hugo;;92110;Clichy;Non précisé;155902445;bilalilou92@gmail.com;;;Non précisé;https://la-casa-dpp-clichy.business.site/;48.900492, 2.31567
9243;82382457800020;Le cap vert;43 Rue de l'Avenir;;92110;Clichy;Non précisé;147375695;lecapvert92clichy@gmail.com;;;Non précisé;https://fr-fr.facebook.com/Lecapvert92clichy;48.904248, 2.301765
9257;37824041000019;Le reservoir;1 Rue Médéric;;92110;Clichy;Non précisé;;alissiamine@icloud.com;;;Non précisé;https://www.linternaute.com/restaurant/restaurant/200049/le-reservoir.shtml;48.903215, 2.30255
9258;50181876900017;Le sancerre;7 Rue Villeneuve;;92110;Clichy;Non précisé;147371065;sancerre92@hotmail.com;;;Non précisé;https://www.tripadvisor.fr/Restaurant_Review-g608772-d1325981-Reviews-Le_Sancerre-Clichy_Hauts_de_Seine_Ile_de_France.html;48.903112, 2.304639
9270;41130234200034;Perso & co;26 Rue de Paris;;92110;Clichy;Non précisé;147304149;contact@lesdelicesdefa.com;;;Non précisé;;48.898032, 2.306958
9279;82189258500018;Rooster grill;8 Rue des Frères Lumière;;92110;Clichy;Non précisé;687794237;maloulam@hotmail.fr;;;Non précisé;https://roosterasiangrill.eatbu.com/?lang=fr;48.9096, 2.30774
9281;80195490000016;Tasty sushi;43 Rue d'Alsace;;92110;Clichy;Non précisé;147390978;zhang-yi@hotmail.fr;;;Non précisé;https://www.tripadvisor.fr/Restaurant_Review-g608772-d6761682-Reviews-Tasty_Sushi-Clichy_Hauts_de_Seine_Ile_de_France.html;48.903546, 2.310755
9001;53139966500011;La Palmeraie;1 rue de la Liberté;;92140;Clamart;Non précisé;146321612;;;;Non précisé;;48.779216, 2.228253
9005;50946777500011;Pappasitos;26 Route du Pavé Blanc;;92140;Clamart;Non précisé;146301519;;;;Non précisé;http://www.pappasitos.fr/;48.782142, 2.238743
9021;43158371500013;le Gramophone;29 Grande Rue;;78160;Marly-le-Roi;Non précisé;139581842;contact@leparcmarly.com;;;Non précisé;https://www.legramophonemarly.fr/;48.866196, 2.09536
9022;;le Village grec;1bis Rue Guillaume Coustou;;78160;Marly-le-Roi;Non précisé;139690432;;;;Non précisé;https://le-village-grec.business.site/;48.867465, 2.093512
9023;48017514000015;le Village;3 Grande Rue;;78160;Marly-le-Roi;Non précisé;139162814;;;;Non précisé;http://restaurant-levillage.fr/;48.867339, 2.094088
9026;52276105500022;L'italian Cosy;6b Grande Rue;;78160;Marly-le-Roi;Non précisé;139588020;;;;Non précisé;https://www.facebook.com/Litalian-cosy-1422603011304059/;48.867046, 2.094324
9029;81042751800016;Le Palais oriental;20 rue Charles de Gaulle;;95170;Deuil-la-Barre;Non précisé;134288799;;;;Non précisé;https://le-palais-oriental.eatbu.com/;48.975742, 2.32654
9034;49326087100014;Du côté de chez Fred;152 Grande Rue Charles de Gaulle;;94130;Nogent-sur-Marne;Non précisé;666308314;;;;Non précisé;https://www.restaurant-ducotedechezfred-nogent.fr/;48.838067, 2.488991
9035;51866159000019;Zen;163 Grande Rue Charles de Gaulle;;94130;Nogent-sur-Marne;Non précisé;148722253;;;;Non précisé;;48.83828, 2.489101
81;49854755300020;Le Tassili;110 Rue François Mitterrand;;91160;Longjumeau;Restaurant;164481488;benamomo@hotmail.fr;sandwicherie;7/7 de 11h30 à 23h;Oui;;48.694445, 2.293842
63;85119717800011;Ô'cocher table & burger;45 rue de Babylone;;75007;Paris;Restaurant;147058500;soc.gaja@gmail.com;Cuisine Francaise et traditionnelle,   Burgers , Poke bowl , Salade;11h30 - 15h;Oui;;48.85166, 2.318552
23;51374293200017;Au Fulcosa;2 rue du Maréchal Foch;;78112;Saint-Germain-en-Laye;Restaurant;139211713;aufulcosa@orange.fr;"Cuisine française produits frais de saison 
Parking public gratuit";"ouvert du mardi midi au dimanche midi jusqu'au 17 juillet 2020 
12h/13h30   19h15/21h";Oui;https://www.aufulcosa.fr/;48.886605, 2.063518
73;85372614900018;Oz Thaï;36 Avenue d'Argenteuil;;92600;Asnières Sur Seine;Thaïlandais;147335116;sas.latsu@gmail.com;Cuisine thaïlandaise;"le midi de 12h à 14h30
le soir de 19h à 22h30";Oui;;48.911507, 2.285333
15;80371337900011;Le Maximilien;78 place André malraux;;78800;Houilles;Bistrot;139683512;Lemaximilienhouilles@gmail.com;Cuisine française;9h à 00h;Oui;https://www.facebook.com/LeMaximilien/;48.918824, 2.186418
91;49378585100020;Le Triskell;17 avenue Albert 1er;;95600;Eaubonne;Crêperie;134160134;kerevan@orange.fr;;;Oui;http://www.le-triskell.net/Eaubonne.html;48.992152, 2.280686
109;53173297200017;Le Passage populaire;1 bis passage Saint-Sébastien;;75011;Paris;Bistronomique;143550752;baraupassage@gmail.com;;De 12h30 à 22h le 2 août 2020;Non;https://www.restaurant-aupassage.fr/;48.861555, 2.368669
9203;83087853400015;Autour d’un verre;12 Rue Fernand Pelloutier;;92110;Clichy;Non précisé;142702051;lak2803@gmail.com;;;Non précisé;https://autourdunverre.eatbu.com/?lang=fr;48.90225, 2.30079
9205;;La grange;6 Rue Dagobert;;92110;Clichy;Non précisé;147373672;;;;Non précisé;;48.902375, 2.305777
9209;84275949000027;Bricktop clichy;33 bis Boulevard Jean Jaurès;;92110;Clichy;Non précisé;142702020;wayne@bricktoppizza,com;;;Non précisé;https://www.bricktoppizza.com/pizzeria-clichy;48.898741, 2.307124
9212;80768139000017;Cafe de la place;6 Place Francois Mitterrand;;92110;Clichy;Non précisé;146394912;tanafaya@hotmail.fr;;;Non précisé;https://cafe-de-la-place.eatbu.com/?lang=fr;48.903352, 2.313329
9213;83449709100019;Cantine populaire;21 Rue Henri Barbusse;;92110;Clichy;Non précisé;147393839;cantinepopulaire@gmail.com;;;Non précisé;https://fr-fr.facebook.com/cantinepopulaireparis/;48.898445, 2.302357
9217;80849122900023;Chez simonne;19 Boulevard Victor Hugo;;92110;Clichy;Non précisé;687024113;momonne@chezsimonne.com;;;Non précisé;https://chezsimonne.com/fr;48.897332, 2.310081
9222;83773001900010;Fete a crepes;136 Boulevard Jean Jaurès;;92110;Clichy;Non précisé;;facclichy@gmail.com;;;Non précisé;https://fete-a-crepe-clichy.business.site/;48.906943, 2.300771
9232;44015567900010;La gazelle d'or;64 Boulevard Victor Hugo;;92110;Clichy;Non précisé;172422301;loubna92230@hotmail.fr;;;Non précisé;https://www.facebook.com/pages/category/Moroccan-Restaurant/Restaurant-Marocain-La-Gazelle-Clichoise-654860441287107/;48.89977, 2.314514
9234;80782265500021;La marina;3 Rue Castérès;;92110;Clichy;Non précisé;;a.mouhala@gmail.com;;;Non précisé;https://lamarinaclichy.wixsite.com/lamarinaclichy;48.899031, 2.303247
9273;53466363800011;Place des fetes;4-6 Place des Martyrs de l'Occupation;;92110;Clichy;Non précisé;171055888;michaelbelissa@hotmail.com;;;Non précisé;https://fr-fr.facebook.com/pages/category/French-Restaurant/Place-des-F%C3%AAtes-533123490038144/;48.900519, 2.304299
9100;52520304800018;Le Passage;147 avenue Charles de Gaulle;;92200;Neuilly-sur-Seine;Non précisé;146240424;roux.dominique@hotmail.com;;Du Lundi au Samedi de 7h00 à  1h00;Non précisé;http://www.lepassage-neuilly.fr/;48.8827971, 2.2644636
9101;;Sam & So;149 avenue Charles de Gaulle;;92200;Neuilly-sur-Seine;Non précisé;628166032;;;Ouvert du lundi au vendredi :10 h - 19 h 30;Non précisé;https://www.samandso.fr/;48.8827624, 2.2654818
9103;51915125200029;Ashiana;205 avenue Charles de Gaulle;;92200;Neuilly-sur-Seine;Non précisé;146245243;;;Ouvert 7/7 Service de 12h00 à 14h30 et de 19h00 à 23h00;Non précisé;http://www.restaurantashiana.com/;48.8846841, 2.2595514
9125;45054562900039;Restaurant Ribote;17 rue Paul Chatrousse;;92200;Neuilly-sur-Seine;Non précisé;147477317;;;;Non précisé;https://www.facebook.com/Ribote-515884488547418/;48.886725, 2.2600504
9003;51528825600016;Le Marrakech;69 rue de la Porte de trivaux;;92140;Clamart;Non précisé;146312129;;;;Non précisé;;48.791246, 2.261597
9011;42087723500010;O' Marly;5 avenue de l'Amiral Lemonnier;;78160;Marly-le-Roi;Non précisé;175261453;;;;Non précisé;https://www.facebook.com/pages/category/Restaurant/Pub-Omarly-397607564173261/;48.879699, 2.101333
9012;53907861800011;Chez Richard;25 Grande Rue;;78160;Marly-le-Roi;Non précisé;139165280;;;;Non précisé;https://couscousduvieuxmarly.eatbu.com/;48.866524, 2.095073
78;79337174100026;La Terrasse fleurie;1 rue de Marolles;;94370;Sucy en Brie;Restaurant;145767167;contact@laterrassefleurie.net;franco italien;dimanche : 12h 14h30;Oui;https://www.laterrassefleurie.net/;48.760237, 2.552872
27;90640386400015;Le Ferrière;73 avenue du Général de Gaulle;;77330;Ozoir-la-Ferrière;Restaurant;160027477;leferriere@hotmail.fr;Cuisine française remise au goût du jour;ouvert tout les jours de 12h à 13h30 et de 19h30 à 21h30;Oui;https://leferriere.fr/;48.7624, 2.668227
13;33025555500014;Les Vignes du Liban;291 rue de Vaugirard;;75015;Paris;International;142508730;lesvignesduliban@me.com;Le second établissement du plus ancien restraurant libanais de paris Les Cèdres du Liban Halal Fait maison;tout les jours 12h-14h30 et 19h-22h30;Oui;https://www.lesvignesduliban.fr/;48.839274, 2.300757
53;82884794700011;Dom Zébulon;31 boulevard Carnot;;78420;Carrières-sur-Seine;Bistronomique;139131667;Domzebulon78@gmail.com;Cuisine française maison, bar à vins, dégustation d'huître, planche à partager;"Dimanche 28/06 fermé
Dimanche 05/07 au dimanche 03/08 11h00- 14h00
Dimanche 10/08 au 23/08 fermé";Oui;https://domzebulon.heart-biz.com/;48.909787, 2.179631
103;80065249700010;Le Kavéri;5 quai Aulagnier;;92600;Asnieres-sur-Seine;Gastronomique;140861011;nguptakaveri@gmail.com;Gastronomie Indienne;De 12h à 14h30 et de 19h à 23h;Oui;https://kaveri.fr/;48.912157, 2.30123
59;82287346900016;Domino’s pizza - Velsa;1 rue Nelson Mandela;;95170;Deuil-la-Barre;Pizzeria;139100505;hicham345projet@hotmail.fr;Dominos pizza;"11h45 à 14h30 midi
18h00 à 22h30 soir";Oui;https://www.dominos.fr/;48.961983, 2.32544
39;45379795300016;L'Entracte;77 rue d'Ermont;Parking E. LECLERC;95390;Saint-Prix;Restaurant;134279866;lentracte-pizzeria@hotmail.fr;Pizzeria -couscous -grillades -salades;12 h/ 23 h;Oui;http://pizzeria-lentracte.com/;49.00344, 2.260074
6;33422736000016;Le Rohan;1 place d'Amboise;;95450;Vigny;Gastronomique;130392580;medicicatherine@yahoo.fr;Cuisine francaise;12 h à 14 h;Oui;https://www.lerohan.com/;49.077383, 1.927272
9200;;Ann et moty;60 Rue de Paris;;92110;Clichy;Non précisé;147392315;am.bistroresto@gmail.com;;;Non précisé;https://fr-fr.facebook.com/pages/category/Bar/Anne-Moty-260777258205591/;48.89996, 2.302724
9210;83226626600010;Cafe de l eglise;1 Rue du Landy;;92110;Clichy;Non précisé;171017995;aitarkoub.aa@gmail.com;;;Non précisé;https://cafedeleglise.eatbu.com/?lang=fr;48.904287, 2.303048
9220;80980494100015;Delizie italiane;5 Place du Marché;;92110;Clichy;Non précisé;982210215;luciano.godfrin@gmail.com;;;Non précisé;https://delizieitaliane.net/;48.902845, 2.303522
9227;51295652500012;Kaneman;5 Avenue Claude Debussy;;92110;Clichy;Non précisé;612395938;qujingfeng35@gmail.com;;;Non précisé;https://restaurant-kaneman.metro.rest/?lang=fr;48.909462, 2.30804
9250;49323951100014;Le napoli;102 Rue de Paris;;92110;Clichy;Non précisé;1473943939;lenapoli102@gmail.com;;;Non précisé;https://fr-fr.facebook.com/pages/category/Halal-Restaurant/Le-Napoli-149425998546523/;48.902451, 2.302316
9252;50021931600014;Le parc;61 Boulevard du Général Leclerc;;92110;Clichy;Non précisé;147372520;leparcclichy@gmail.com;;;Non précisé;https://fr-fr.facebook.com/leparcclichy/;48.903429, 2.312456
9261;;Le vesuve;5 Rue de Belfort;;92110;Clichy;Non précisé;147370666;pizzalevesuve@yahoo.fr;;;Non précisé;http://le-vesuve.zenchef.com/;48.902079, 2.316884
9269;52472649400015;Pane e vino;13 Rue Victor Méric;;92110;Clichy;Non précisé;147371086;georgeskanzan@hotmail.fr;;;Non précisé;https://www.panevino-92.fr/;48.901385, 2.305671
9275;32611899900043;Presto pizza;1 Rue du Landy;;92110;Clichy;Non précisé;147399030;staffy95@gmail.com;;;Non précisé;https://prestopizzaclichy.fr/;48.904287, 2.303048
9276;84430893200012;Qg;5 Rue de Paris;;92110;Clichy;Non précisé;953086283;ofatim92@hotmail.com;;;Non précisé;https://fr.restaurantguru.com/Chicha-QG-Clichy;48.896726, 2.308181
9287;88294308700016;Coco et thai;42 Rue Henri Barbusse;;92110;Clichy;Non précisé;950705805;minimake123@hotmail.com;;;Non précisé;https://minimake123.wixsite.com/mysite;48.8998586, 2.3038343
9008;52081637200012;Le Cottage;7 bis Grande Rue;;78160;Marly-le-Roi;Non précisé;139163489;cottagemarly@gmail.com;;;Non précisé;https://www.facebook.com/cottagedemarly/;48.86717, 2.094347
9009;80048406500019;Le Bistro A Burger;23 Grande Rue;;78160;Marly-le-Roi;Non précisé;771880044;;;;Non précisé;https://www.bistroaburger.fr/;48.866607, 2.094991
9013;83424095400018;Le Paradis;18 Grande Rue;;78160;Marly-le-Roi;Non précisé;954407318;;;;Non précisé;https://www.facebook.com/leparadisdemarly/;48.866624, 2.094832
9014;;Sous l'olivier;25 bis Grande Rue;;78160;Marly-le-Roi;Non précisé;139164322;;;;Non précisé;https://www.thefork.fr/restaurant/sous-l-olivier-r408199;48.86641, 2.095132
9015;80116257900024;le Narval;36 Grande Rue;;78160;Marly-le-Roi;Non précisé;951281793;;;;Non précisé;https://lenarval.fr/;48.86593, 2.095506
9016;88168098700016;Chai Valentin;16 Grande Rue;;78160;Marly-le-Roi;Non précisé;170460284;;;;Non précisé;;48.866738, 2.09468
9036;81359721800011;Le 175;175 Grande Rue Charles de Gaulle;;94130;Nogent-sur-Marne;Non précisé;769544433;;;;Non précisé;https://website-175-churrasqueira-marisqueira-restaurant.eatbu.com/;48.838464, 2.493154
9104;75175648700011;La Grange;160 avenue Charles de Gaulle;;92200;Neuilly-sur-Seine;Non précisé;147382416;;;;Non précisé;https://www.facebook.com/VERO1780/;48.8847172, 2.2595685
9116;82327823900012;Fratelli;52 rue de Sablonville;;92200;Neuilly-sur-Seine;Non précisé;146246213;;;;Non précisé;https://www.facebook.com/restaurantfratellineuilly/;48.8804472, 2.277425
9120;;La pizzeria In paradisio;204 boulevard Bineau;;92200;Neuilly-sur-Seine;Non précisé;147381851;;;;Non précisé;http://inparadiso.fr/;48.8945797, 2.2669085
19;47903891100018;La Taverne;23 rue Grande;;77300;Fontainebleau;Brasserie;164222085;la.tavernefontainebleau@orange.fr;Restauration traditionnelle française, pizzas, salades gourmandes, burgers, pièce du boucher, produits de la mer, vegan;6h30...1h00;Oui;http://latavernefontainebleau.com/;48.404633, 2.700766
86;44201245600012;Le Clos Saint Jacques;12 avenue du Général de Gaulle;;77160;Provins;Restaurant;164000110;hotelclos@hotmail.fr;Couscous, grillades, salades.;De 11h à 14h30 et de 19h à 22h;Oui;https://le-clos-saint-jacques-provins.eatbu.com/;48.559344, 3.28712
